personId;scoreBaseline;scoreClosedRoads;scoreWTime
4894052;-37.690000000000005;-56.218333333333334;-48.20166666666667;
1091495;-91.32;-75.60666666666667;-55.50833333333334;
1242735;-44.28;-43.998333333333335;-32.03666666666667;
426926;-14.835;-17.601666666666667;-26.215000000000003;
11605;-86.00166666666667;-77.29666666666667;-70.09;
31213;-10.75;-39.835;-29.103333333333335;
1363089;-28.82;-41.111666666666665;-31.668333333333337;
6433292;-118.925;-101.68833333333333;-499.0366666666667;
181696;-84.545;-75.595;-67.78;
1399488;-36.97;-52.23166666666666;-37.67666666666667;
7455968;-32.098333333333336;-13.29;-27.34166666666667;
2072330;-40.92166666666667;-43.811666666666675;-37.195;
45846;-89.42333333333333;-90.74833333333333;-85.41333333333334;
9816106;-17.875;-41.48166666666667;-30.315;
676618;-85.625;-117.35333333333334;-99.52666666666667;
81500;-44.575;-33.10000000000001;-39.138333333333335;
1628380;-88.28166666666667;-62.640000000000015;-90.10166666666667;
9976003;-30.048333333333332;-104.76500000000001;-50.401666666666664;
1413433;-38.218333333333334;-38.36833333333334;-29.208333333333336;
320986;-48.88666666666667;-49.873333333333335;-56.56333333333334;
6014846;-95.23833333333334;-93.20333333333335;-99.48000000000002;
6014848;-19.883333333333336;-26.923333333333332;-17.35;
1368791;-63.70166666666667;-59.90833333333333;-62.56;
5030486;-94.93333333333334;-123.94000000000003;-112.10833333333332;
6297049;-43.72;-85.75666666666667;-44.403333333333336;
10507034;-83.12166666666667;-82.46166666666666;-81.97;
6871017;-58.79666666666667;-92.30666666666667;-80.16833333333334;
10074351;-71.31500000000001;-82.73833333333333;-88.28999999999999;
11399126;-88.06666666666668;-93.88333333333334;-80.325;
77031;-46.835;-71.75;-87.18833333333333;
8309425;-29.863333333333333;-51.11166666666667;-56.72833333333334;
1128806;-62.9;-52.790000000000006;-59.77;
4566787;-67.69666666666667;-119.90166666666667;-99.83833333333334;
1375083;-68.06666666666668;-62.03833333333334;-59.848333333333336;
4566786;-10.186666666666667;-10.685000000000002;-17.618333333333332;
7200992;-73.525;-94.85666666666668;-79.15333333333334;
7550072;-37.80833333333334;-66.41499999999999;-32.12833333333334;
27161;-36.800000000000004;-25.795;-21.00166666666667;
971269;-54.845;-56.964999999999996;-64.04333333333334;
1477024;-39.96333333333334;-29.22166666666667;-42.96166666666667;
783811;-81.84333333333333;-81.75;-71.92333333333333;
1813100;-37.265;-52.32166666666667;-54.364999999999995;
6484410;-67.73500000000001;-54.91333333333334;-54.94833333333333;
9927090;-61.91000000000001;-34.17333333333334;-42.54833333333334;
138801;-86.59833333333333;-91.15666666666667;-81.66000000000001;
315141;-24.075000000000003;-23.85;-25.78666666666667;
7455986;-67.13833333333335;-70.31666666666666;-59.32333333333334;
1030040;-14.855000000000002;-41.461666666666666;-48.09166666666667;
10347294;-62.040000000000006;-61.970000000000006;-63.05833333333334;
690974;-27.006666666666668;-19.525000000000002;-11.77;
7589141;-41.111666666666665;-55.34;-50.086666666666666;
1383966;-19.40666666666667;-60.44166666666667;-23.33666666666667;
1928208;-30.73666666666667;-28.830000000000005;-30.16;
7870812;-88.23;-93.19500000000001;-65.41000000000001;
7429235;-30.253333333333334;-27.638333333333335;-33.35;
7870810;-29.678333333333335;-45.525000000000006;-27.691666666666666;
6777368;-28.19666666666667;-49.410000000000004;-42.598333333333336;
11787071;-29.885;-432.0;-432.0;
8237467;-42.66833333333334;-54.730000000000004;-91.46333333333334;
348036;-36.71;-42.01;-36.275;
9152864;-53.391666666666666;-99.24333333333334;-90.36;
8069643;-22.56666666666667;-53.476666666666674;-64.96666666666667;
773142;-26.198333333333338;-31.843333333333334;-37.62833333333334;
1950124;-72.765;-77.06166666666667;-74.58333333333334;
1002828;-45.71833333333333;-52.78666666666667;-50.73;
9050476;-99.675;-51.13666666666666;-75.54833333333333;
314267;-89.295;-98.025;-108.86000000000001;
4832603;-32.20166666666667;-39.498333333333335;-57.91333333333334;
9980943;-56.44166666666667;-78.64666666666668;-98.54333333333334;
272375;-28.735000000000003;-39.54166666666667;-34.77166666666667;
5866479;-90.72333333333334;-101.025;-77.66333333333333;
2086110;-11.171666666666667;-23.16166666666667;-14.028333333333334;
1010897;-31.326666666666668;-41.760000000000005;-39.968333333333334;
4809825;-59.00333333333334;-90.96333333333334;-51.10166666666667;
1718135;-31.053333333333335;-34.43333333333334;-31.71666666666667;
10458804;-25.843333333333334;-36.33666666666667;-33.835;
3400424;-81.635;-119.17166666666667;-77.66166666666668;
1220536;-62.80166666666667;-42.02166666666667;-35.535000000000004;
7946965;-25.863333333333337;-61.601666666666674;-47.02333333333334;
3400421;-41.269999999999996;-58.17666666666666;-62.18833333333333;
1687100;-26.830000000000002;-29.805000000000003;-22.976666666666667;
1635957;-22.505000000000003;-32.050000000000004;-47.56333333333333;
6448320;-42.63;-74.45833333333334;-40.245000000000005;
9980942;-60.28833333333334;-64.605;-59.30333333333333;
7453344;-22.650000000000002;-56.94833333333334;-53.45166666666667;
630458;-19.18166666666667;-38.653333333333336;-69.00833333333334;
1273492;-52.536666666666676;-70.34;-65.00833333333334;
1273493;-18.191666666666666;-31.17;-39.635000000000005;
6745338;-28.991666666666667;-33.70666666666666;-62.665000000000006;
9257968;-39.44833333333334;-38.78333333333333;-63.25333333333334;
9257969;-9.621666666666668;-82.58000000000001;-17.726666666666667;
303107;-71.03333333333333;-70.12833333333333;-65.01333333333334;
9983166;-74.89166666666667;-26.01666666666667;-43.91166666666667;
1288595;-29.351666666666667;-73.87;-90.10166666666667;
45477;-13.680000000000001;-18.598333333333333;-41.89666666666667;
5210452;-107.19500000000001;-28.62333333333333;-28.076666666666664;
1176524;-61.75500000000001;-68.69166666666666;-66.73333333333333;
547864;-42.37166666666667;-38.851666666666674;-85.63;
382847;-14.361666666666668;-18.740000000000002;-20.648333333333333;
6480090;-29.26166666666667;-37.715;-38.345;
154914;-58.34;-85.78333333333333;-91.04833333333333;
154915;-37.76;-44.751666666666665;-48.873333333333335;
7107508;-23.385000000000005;-44.94500000000001;-36.14666666666667;
2894141;-27.083333333333336;-40.223333333333336;-34.57666666666667;
9976864;-49.20333333333333;-77.42166666666667;-94.48666666666666;
2017909;-38.401666666666664;-432.0;-432.0;
8662517;-32.748333333333335;-49.489999999999995;-48.25666666666667;
124258;-72.44166666666666;-68.80333333333334;-59.12166666666667;
11299544;-63.55833333333334;-63.05500000000001;-108.555;
101159;-12.18;-32.660000000000004;-26.73666666666667;
14741;-12.416666666666668;-25.956666666666667;-13.918333333333335;
2071416;-21.438333333333336;-17.278333333333336;-23.075000000000003;
2396812;-51.473333333333336;-62.345;-51.21;
261285;-13.741666666666667;-32.115;-54.52666666666667;
11635145;-22.195;-89.85666666666668;-15.441666666666666;
407773;-23.838333333333335;-27.553333333333335;-26.57166666666667;
7344355;-42.67666666666667;-30.173333333333332;-40.583333333333336;
864956;-42.82;-71.48166666666667;-88.19333333333336;
390450;-35.935;-49.55166666666668;-57.86333333333334;
6156036;-17.790000000000003;-39.89333333333333;-18.128333333333334;
7344354;-58.50333333333334;-96.54166666666667;-71.53333333333333;
2317630;-93.57000000000001;-85.05333333333334;-105.51666666666668;
1649232;-27.365;-20.766666666666666;-20.593333333333334;
4974693;-9.146666666666667;-21.493333333333332;-24.335;
485268;-23.035000000000004;-43.468333333333334;-50.00333333333334;
7104449;-42.986666666666665;-60.54166666666667;-54.165;
1700011;-63.03333333333334;-49.0;-50.41166666666667;
1744036;-25.630000000000003;-29.62;-26.55;
1673306;-46.553333333333335;-42.315;-92.95833333333334;
49817;-49.31;-70.66166666666666;-31.965000000000003;
49816;-8.891666666666667;-14.648333333333335;-16.381666666666668;
682440;-3.6033333333333335;-432.0;-432.0;
682441;-47.50166666666667;-53.01833333333333;-69.20833333333334;
229596;-63.30166666666667;-55.28333333333334;-79.09;
421636;-45.75500000000001;-503.165;-35.815000000000005;
800018;-32.906666666666666;-47.58;-47.245;
8500208;-47.366666666666674;-61.888333333333335;-35.468333333333334;
6107507;-36.79666666666667;-28.236666666666668;-33.596666666666664;
8007328;-49.36;-54.715;-43.303333333333335;
10366369;-47.406666666666666;-62.20833333333334;-73.99666666666667;
1759516;-58.028333333333336;-38.46333333333334;-47.843333333333334;
6764448;-19.398333333333333;-48.998333333333335;-64.77166666666668;
490608;-49.47666666666666;-72.90833333333333;-66.08833333333332;
9389557;-100.9;-531.79;-63.90166666666667;
1389288;-86.47666666666669;-88.08666666666667;-66.575;
993070;-47.1;-37.12833333333333;-54.06999999999999;
9767911;-535.2083333333334;-65.16000000000001;-57.788333333333334;
9767912;-98.75666666666667;-75.56333333333335;-95.02833333333335;
73053;-47.833333333333336;-20.281666666666666;-54.94833333333334;
1988353;-24.630000000000003;-33.135000000000005;-29.785;
5374954;-38.980000000000004;-55.17666666666667;-74.29333333333334;
1933616;-19.041666666666668;-26.683333333333337;-19.456666666666667;
723312;-21.15;-42.05;-28.485000000000007;
2566482;-54.218333333333334;-59.47166666666667;-76.82166666666667;
11625338;-86.81666666666666;-100.11333333333333;-88.20666666666666;
11625336;-102.15500000000002;-109.43833333333335;-87.71166666666667;
510577;-34.95333333333333;-34.365;-32.233333333333334;
6944752;-46.81166666666667;-47.20666666666666;-47.24666666666667;
510578;-35.00666666666667;-31.966666666666665;-34.123333333333335;
8815660;-45.81833333333334;-50.25333333333334;-50.94333333333334;
10512867;-58.98500000000001;-58.470000000000006;-50.13333333333334;
838688;-3.386666666666667;-9.618333333333334;-64.91833333333334;
223825;-68.585;-58.211666666666666;-48.52666666666667;
4504617;-43.49000000000001;-52.05166666666667;-29.268333333333338;
7102246;-67.17;-75.61833333333334;-60.51333333333334;
149531;-61.513333333333335;-66.05333333333334;-53.83833333333334;
4570405;-88.70833333333333;-77.115;-82.49666666666666;
838686;-3.5533333333333337;-4.298333333333334;-1.6166666666666667;
8497883;-41.93;-34.888333333333335;-57.30833333333334;
9649672;-13.878333333333334;-17.825;-12.456666666666667;
8233917;-71.04666666666667;-66.745;-58.519999999999996;
4286497;-16.75833333333333;-27.681666666666665;-23.18333333333333;
7359832;-29.683333333333337;-32.09;-66.72333333333333;
77434;-93.82666666666668;-88.50666666666667;-62.5;
7359833;-60.75;-40.39666666666667;-76.34;
9350926;-36.36333333333334;-38.928333333333335;-32.75666666666667;
388184;-46.040000000000006;-64.825;-23.378333333333337;
2619883;-68.05833333333334;-95.90666666666667;-91.36500000000001;
1616347;-15.9;-25.270000000000003;-39.913333333333334;
1609620;-26.683333333333337;-36.34666666666667;-70.48166666666667;
1362602;-84.53833333333334;-103.80666666666667;-94.56833333333334;
1362603;-31.793333333333333;-33.33166666666666;-46.61833333333334;
9731520;-19.130000000000003;-42.311666666666675;-32.211666666666666;
10231467;-25.82166666666667;-38.486666666666665;-53.35833333333334;
10231464;-31.03333333333334;-54.083333333333336;-73.125;
10231465;-51.915000000000006;-77.94;-38.656666666666666;
10231466;-30.463333333333335;-40.01666666666667;-63.903333333333336;
9640859;-50.02;-53.42166666666667;-54.56833333333334;
815545;-56.88166666666667;-75.26;-61.83000000000001;
4175924;-32.58833333333334;-32.45333333333333;-40.781666666666666;
536742;-25.883333333333333;-39.43833333333333;-34.96666666666667;
9290901;-63.271666666666675;-80.63333333333333;-62.58166666666666;
3092849;-72.20333333333335;-77.61000000000001;-46.77;
5521025;-55.468333333333334;-66.56833333333333;-68.295;
129502;-41.608333333333334;-39.58166666666667;-51.526666666666664;
7044775;-61.910000000000004;-72.50333333333334;-76.93833333333335;
1219151;-36.26166666666667;-44.02;-36.38666666666667;
10162514;-45.23833333333333;-29.10333333333333;-21.47;
9300204;-53.095;-59.72666666666667;-43.906666666666666;
267871;-34.54833333333333;-41.875;-41.968333333333334;
7872627;-59.64166666666667;-91.51333333333334;-68.915;
3092850;-24.275000000000002;-52.08166666666667;-25.041666666666668;
11350715;-107.31500000000003;-101.11500000000001;-100.36;
9825896;-53.58666666666667;-67.91166666666666;-68.745;
5359777;-101.70333333333335;-101.09833333333334;-103.26333333333334;
2129759;-17.076666666666668;-19.86;-19.531666666666666;
1183249;-50.233333333333334;-61.513333333333335;-66.79833333333333;
3400827;-36.413333333333334;-64.81833333333334;-47.79666666666667;
789538;-39.63333333333334;-61.86500000000001;-21.93166666666667;
2792608;-36.61833333333334;-26.698333333333338;-35.663333333333334;
2114279;-61.64833333333333;-65.91333333333334;-54.266666666666666;
1747973;-37.525;-52.38833333333334;-39.736666666666665;
3400825;-67.02833333333334;-521.7333333333333;-101.59166666666667;
3400826;-104.94;-109.19833333333332;-112.24499999999999;
2547302;-50.38166666666666;-49.513333333333335;-65.26333333333334;
9480193;-95.55333333333333;-104.39666666666666;-114.59;
1501470;-61.57833333333333;-73.83833333333334;-74.42666666666668;
1547675;-30.133333333333336;-30.366666666666667;-23.800000000000004;
1628340;-72.25833333333334;-38.625;-37.41833333333334;
10568424;-33.550000000000004;-36.40666666666667;-50.583333333333336;
1299228;-89.07666666666667;-67.57000000000001;-86.89833333333334;
2011340;-72.48333333333333;-80.11;-91.05333333333334;
7055422;-30.241666666666667;-28.48666666666667;-35.06666666666667;
7891356;-51.67333333333333;-59.64833333333334;-48.32333333333333;
3093710;-32.255;-60.515;-34.23833333333334;
425141;-39.02666666666667;-50.93166666666667;-68.885;
8427577;-43.894999999999996;-60.13166666666667;-50.80333333333333;
222530;-71.73;-85.64;-85.455;
10317382;-24.761666666666667;-49.93333333333334;-42.485;
850251;-77.12833333333333;-66.79666666666667;-71.13166666666666;
1338421;-35.81333333333333;-70.77;-76.24333333333334;
10173519;-21.096666666666664;-20.176666666666662;-19.053333333333335;
2060820;-59.431666666666665;-92.74499999999999;-60.60166666666667;
9378978;-25.508333333333333;-20.558333333333337;-29.820000000000004;
7568194;-22.565;-39.50333333333333;-21.68;
1529038;-69.75166666666667;-68.82833333333335;-77.79;
221692;-18.42666666666667;-64.38333333333334;-43.616666666666674;
4500218;-132.12833333333333;-536.7433333333333;-111.21666666666668;
4569459;-57.346666666666664;-54.80833333333334;-66.60333333333334;
1145749;-64.41166666666668;-73.08333333333333;-54.833333333333336;
919571;-35.29666666666667;-48.794999999999995;-63.035000000000004;
1603847;-69.32166666666666;-60.96333333333333;-54.92333333333334;
7953717;-28.000000000000004;-36.17333333333333;-39.501666666666665;
2914593;-23.57;-53.065;-29.98166666666667;
3391046;-95.37;-83.19666666666669;-108.43166666666667;
7711529;-72.39166666666667;-64.14666666666668;-67.49833333333333;
1370149;-46.33666666666667;-80.23500000000001;-58.178333333333335;
7278810;-64.79666666666668;-66.22833333333332;-71.285;
551145;-30.976666666666667;-432.0;-432.0;
2269094;-67.375;-75.63000000000001;-80.25;
6933694;-79.51833333333335;-69.47666666666667;-76.55666666666667;
151377;-55.056666666666665;-68.69166666666668;-86.66666666666667;
151376;-24.671666666666667;-25.616666666666667;-26.723333333333336;
9477368;-53.388333333333335;-54.29500000000001;-70.68499999999999;
1289056;-72.84;-80.41;-82.43166666666667;
1864213;-17.12;-27.246666666666666;-35.43;
11035149;-21.195;-28.785000000000004;-23.85;
1969621;-34.82000000000001;-41.89;-45.105000000000004;
1790806;-78.61166666666668;-62.06333333333334;-39.23666666666667;
1845965;-81.15;-109.96666666666668;-533.585;
1845966;-50.96333333333334;-95.59333333333333;-73.86666666666666;
2161419;-70.70333333333333;-59.22833333333334;-44.855000000000004;
1576293;-41.69500000000001;-84.11500000000001;-52.67;
1119423;-70.67666666666668;-50.64333333333334;-55.57666666666666;
1119424;-25.13666666666667;-44.96166666666667;-31.293333333333337;
1309195;-52.601666666666674;-52.14833333333333;-58.615;
9651897;-61.545;-80.02999999999999;-73.76833333333335;
1475677;-95.34666666666666;-52.01;-50.15166666666667;
10457597;-45.708333333333336;-38.045;-46.24500000000001;
1626993;-19.59166666666667;-19.531666666666666;-21.703333333333333;
16852;-31.130000000000003;-47.575;-61.23166666666667;
1684847;-64.90666666666667;-63.303333333333335;-70.65;
1885148;-6.938333333333334;-27.973333333333336;-27.148333333333337;
6500649;-58.37833333333334;-29.593333333333334;-58.388333333333335;
404654;-30.523333333333337;-35.906666666666666;-27.136666666666667;
1156401;-32.99166666666667;-40.440000000000005;-72.95;
230174;-79.845;-94.48666666666666;-88.495;
230172;-80.40166666666667;-85.08000000000001;-74.99166666666667;
7192028;-32.435;-22.66166666666667;-54.14;
1145751;-66.81833333333334;-90.36000000000001;-62.02666666666668;
333492;-31.20166666666666;-34.945;-40.861666666666665;
7594026;-33.37333333333333;-68.17333333333333;-75.42000000000002;
3403575;-23.58;-21.506666666666668;-21.80166666666667;
7056675;-22.616666666666667;-14.195;-20.495;
268750;-43.285000000000004;-44.28333333333334;-36.77166666666667;
1888663;-35.76833333333333;-48.40833333333334;-54.76833333333333;
12029;-72.31333333333335;-81.90833333333335;-65.59500000000001;
7367;-11.398333333333333;-30.69166666666667;-37.303333333333335;
757111;-43.905;-55.236666666666665;-48.12166666666666;
10377009;-14.046666666666669;-14.336666666666668;-10.898333333333335;
1606091;-16.915;-45.440000000000005;-47.55166666666667;
2320748;-106.895;-110.155;-100.09000000000002;
1426245;-59.84;-432.0;-432.0;
965038;-30.795;-32.49333333333333;-26.826666666666668;
1426244;-7.296666666666668;-14.653333333333334;-19.725;
8498697;-90.05666666666667;-67.35000000000001;-65.22166666666666;
11410098;-74.46666666666667;-84.34166666666667;-58.778333333333336;
1440554;-83.11666666666666;-95.73;-86.70333333333335;
6983530;-49.686666666666675;-77.74333333333334;-60.160000000000004;
911652;-52.08666666666667;-48.08500000000001;-34.49166666666667;
2213087;-66.46000000000001;-69.05666666666667;-43.43833333333333;
3334564;-99.34333333333335;-38.005;-36.45666666666667;
10346757;-26.118333333333336;-40.035000000000004;-30.16166666666667;
7617120;-9.326666666666668;-6.611666666666666;-7.561666666666667;
9639359;-25.898333333333333;-35.61000000000001;-19.813333333333336;
568802;-54.47333333333333;-40.79833333333333;-41.30166666666667;
9391916;-33.79166666666667;-34.46;-53.90833333333334;
1337144;-28.81666666666667;-37.83833333333333;-32.785000000000004;
1138170;-81.98333333333333;-83.47333333333334;-103.74000000000001;
2156491;-22.325000000000003;-44.19500000000001;-31.808333333333337;
8384726;-92.75333333333334;-85.61666666666667;-79.95166666666667;
4440090;-26.32;-49.601666666666674;-29.11;
7057586;-63.50500000000001;-50.465;-89.32666666666668;
734016;-44.35;-39.32000000000001;-37.85333333333334;
77827;-4.976666666666667;-24.498333333333335;-23.505000000000003;
10068012;-17.888333333333335;-19.183333333333334;-24.333333333333336;
10346761;-60.96333333333334;-98.90166666666667;-117.17666666666668;
473665;-63.34833333333333;-72.49833333333333;-56.400000000000006;
1163141;-78.86833333333334;-65.64500000000001;-59.013333333333335;
6522842;-33.00833333333333;-43.075;-46.01;
1728827;-66.24166666666667;-45.02333333333334;-43.33666666666667;
1862020;-11.633333333333335;-34.99;-25.925000000000004;
13300;-63.17000000000001;-80.69000000000001;-69.52000000000001;
1063024;-87.73166666666667;-84.89333333333335;-71.36166666666666;
308027;-47.51833333333333;-70.12;-55.54166666666667;
2317563;-61.178333333333335;-84.30333333333333;-89.08000000000001;
2317562;-42.843333333333334;-60.98833333333334;-74.36166666666666;
8232583;-32.17666666666667;-72.71000000000001;-72.18333333333334;
11807879;-56.80500000000001;-91.35000000000001;-63.43833333333333;
1542029;-54.49666666666668;-486.75333333333333;-61.79833333333333;
186425;-31.898333333333337;-40.81666666666667;-46.841666666666676;
20087;-3.6950000000000003;-22.335;-14.893333333333334;
1611076;-57.718333333333334;-58.52333333333334;-66.17166666666667;
1417319;-80.21500000000002;-85.47666666666667;-50.535000000000004;
1760544;-13.103333333333333;-15.566666666666668;-18.055;
1785020;-44.99166666666667;-48.62166666666667;-51.756666666666675;
4212552;-61.778333333333336;-55.351666666666674;-67.035;
4436817;-76.20333333333332;-118.51333333333334;-110.71166666666667;
4212553;-96.24666666666668;-20.23166666666667;-73.915;
1637210;-80.23166666666667;-74.47166666666668;-64.57833333333333;
86313;-40.96333333333334;-80.98666666666668;-37.42166666666667;
9433722;-41.94666666666667;-39.65666666666667;-55.76166666666667;
1115094;-13.893333333333334;-27.495;-31.083333333333336;
10689453;-48.78666666666667;-98.16333333333333;-87.92666666666668;
3404837;-27.133333333333336;-41.86333333333334;-56.58166666666667;
891639;-106.55166666666666;-99.05333333333334;-102.17666666666668;
6373280;-24.643333333333338;-52.91333333333334;-54.20166666666667;
1892772;-61.69166666666667;-36.78;-45.59166666666667;
819445;-90.97000000000001;-77.53833333333334;-93.60333333333334;
113930;-34.778333333333336;-65.04;-87.29833333333335;
982402;-56.69166666666667;-74.845;-69.94833333333334;
10508719;-92.63833333333335;-70.40666666666668;-95.57666666666667;
11179791;-17.573333333333334;-25.881666666666668;-34.040000000000006;
994867;-45.480000000000004;-49.41333333333334;-51.76166666666667;
10519869;-44.85333333333334;-27.613333333333333;-19.715000000000003;
19505;-53.79333333333333;-49.105000000000004;-54.71333333333334;
19511;-24.096666666666668;-46.97166666666667;-55.92833333333334;
6572658;-115.16666666666666;-95.67500000000001;-95.17833333333336;
5308645;-65.53500000000001;-99.14;-88.695;
15150;-35.790000000000006;-19.295;-18.595000000000002;
19512;-50.905;-82.805;-50.335;
1542884;-66.34666666666666;-62.525000000000006;-68.01833333333335;
3633287;-18.348333333333336;-33.59666666666667;-18.288333333333334;
1668787;-22.158333333333335;-30.533333333333335;-27.42;
3633285;-74.98166666666667;-103.81333333333335;-64.715;
3633286;-52.230000000000004;-86.79833333333335;-80.77;
5496908;-59.586666666666666;-81.84333333333333;-90.74166666666667;
1659806;-69.44;-65.14833333333334;-71.63666666666668;
1878003;-33.29166666666667;-25.09666666666667;-24.193333333333335;
225638;-46.475;-72.23500000000001;-41.56166666666667;
1878007;-54.723333333333336;-63.64166666666667;-50.29333333333334;
7343827;-72.94000000000001;-67.27833333333334;-60.07500000000001;
3457373;-79.33333333333334;-67.89833333333334;-77.65333333333334;
10845304;-19.42666666666667;-25.598333333333336;-33.78;
10845303;-46.88166666666667;-52.45166666666667;-42.755;
1004298;-2.3233333333333333;-16.671666666666667;-33.098333333333336;
821765;-27.965;-63.93833333333333;-62.153333333333336;
8508955;-44.15;-28.02;-28.598333333333333;
1012707;-70.73333333333335;-54.84166666666667;-53.156666666666666;
2312777;-47.59666666666667;-75.29;-38.19833333333334;
5903461;-94.62166666666667;-111.59;-110.24;
667652;-24.721666666666668;-49.30666666666667;-22.99666666666667;
8384382;-27.428333333333335;-67.855;-20.398333333333333;
889330;-48.955;-58.971666666666664;-66.45;
2073275;-34.13666666666666;-31.151666666666664;-31.13;
10132223;-58.08833333333333;-68.0;-59.92333333333334;
9350543;-105.54833333333335;-108.86500000000001;-92.405;
6773410;-56.925;-45.59166666666667;-55.665000000000006;
1562043;-70.09166666666667;-68.97666666666666;-48.02333333333334;
6432480;-26.416666666666668;-55.61166666666667;-23.023333333333337;
5978589;-64.91166666666668;-43.38333333333334;-74.82833333333335;
8235255;-66.24833333333333;-56.75;-76.45666666666668;
1397224;-80.09833333333333;-71.28333333333333;-54.87166666666667;
514144;-58.28;-82.09000000000002;-44.17666666666668;
8235254;-32.96;-28.55;-21.528333333333336;
15134;-42.14500000000001;-69.04666666666668;-59.34833333333334;
15133;-33.75833333333334;-34.00333333333334;-39.903333333333336;
9261975;-60.84166666666667;-41.366666666666674;-38.71000000000001;
15132;-42.53333333333334;-63.27000000000001;-54.315000000000005;
1715180;-99.82333333333334;-88.76166666666667;-60.47333333333334;
5978590;-89.96833333333333;-113.66000000000001;-58.565;
189578;-15.425;-33.833333333333336;-22.991666666666667;
11562221;-23.79666666666667;-20.061666666666667;-28.141666666666666;
1902570;-15.120000000000001;-52.405;-26.363333333333337;
84972;-43.12833333333334;-52.20333333333333;-45.81;
1451633;-42.870000000000005;-34.748333333333335;-24.230000000000004;
5367869;-28.90666666666667;-55.56166666666667;-57.61166666666667;
2054513;-45.223333333333336;-47.17666666666667;-28.79166666666667;
1796503;-42.96;-38.47;-42.25666666666667;
932162;-68.95833333333334;-59.660000000000004;-75.70833333333334;
810670;-62.47500000000001;-67.04666666666667;-77.49166666666667;
6739518;-37.755;-63.431666666666665;-51.351666666666674;
9152005;-22.51333333333333;-15.843333333333335;-21.959999999999994;
9152006;-23.755000000000003;-36.43833333333333;-35.480000000000004;
1400010;-58.99333333333334;-95.24833333333333;-84.92666666666668;
131329;-12.081666666666667;-28.89166666666667;-20.67666666666667;
2010916;-18.401666666666667;-33.78833333333334;-31.131666666666668;
6433359;-84.835;-123.65166666666669;-114.87666666666668;
611228;-4.48;-8.441666666666666;-8.781666666666668;
10426859;-108.20166666666668;-64.45833333333334;-72.65;
15589;-24.996666666666666;-25.818333333333335;-35.278333333333336;
9585521;-49.34;-32.638333333333335;-49.455000000000005;
1471691;-92.03833333333333;-72.03333333333335;-87.81666666666666;
806174;-36.26833333333333;-42.82;-43.221666666666664;
841343;-16.546666666666667;-46.75166666666667;-33.248333333333335;
9686101;-40.39;-105.86500000000001;-47.79833333333334;
10537259;-52.870000000000005;-36.46333333333334;-36.08333333333333;
6431164;-51.50666666666667;-94.72833333333334;-102.08000000000001;
6739529;-23.473333333333336;-76.005;-45.83500000000001;
9256104;-21.285;-68.33500000000001;-80.99166666666667;
9256106;-44.845;-101.82000000000001;-89.85833333333333;
72540;-62.32833333333333;-59.20166666666667;-67.48666666666668;
291121;-11.608333333333334;-27.32;-30.91;
11634740;-50.36500000000001;-69.91333333333333;-31.815;
8235676;-91.62500000000001;-84.33166666666668;-553.0550000000001;
9686102;-117.95833333333334;-80.58666666666667;-71.44500000000001;
6506761;-66.14333333333335;-85.82166666666667;-71.17;
422478;-36.545;-62.80666666666667;-42.53166666666667;
834625;-9.780000000000001;-13.268333333333334;-12.321666666666667;
9156841;-40.49;-48.5;-55.485;
18629;-60.45166666666667;-88.64999999999999;-432.97833333333335;
4415994;-22.276666666666667;-21.241666666666667;-15.456666666666667;
9152003;-53.778333333333336;-36.821666666666665;-68.66166666666668;
1366524;-71.85333333333334;-106.01833333333335;-89.05166666666668;
1070196;-22.1;-29.348333333333336;-45.85;
9299280;-29.666666666666664;-43.245000000000005;-36.94833333333334;
1439979;-35.415;-47.343333333333334;-21.608333333333334;
742917;-31.211666666666666;-30.94;-24.938333333333333;
61422;-35.315;-37.39833333333334;-44.69833333333334;
1782388;-71.87500000000001;-74.66499999999999;-55.958333333333336;
7549458;-66.02333333333334;-65.00000000000001;-54.93666666666667;
1765842;-41.803333333333335;-36.41833333333334;-45.82333333333334;
967279;-101.44333333333334;-96.735;-102.75333333333333;
1741872;-70.57000000000001;-66.38833333333334;-96.61500000000001;
7343866;-30.68166666666667;-32.36;-40.325;
1678;-67.02666666666667;-93.52166666666666;-84.32666666666667;
903650;-65.97;-67.91333333333333;-45.25166666666666;
26696;-103.60166666666666;-107.62166666666667;-71.96666666666667;
10866657;-44.7;-52.6;-58.27166666666667;
9527657;-41.93333333333334;-63.575;-90.69833333333334;
5796967;-64.005;-100.20333333333335;-515.005;
5796968;-32.45;-46.708333333333336;-66.265;
2156437;-13.353333333333333;-30.111666666666668;-39.77333333333333;
4575763;-75.02833333333334;-71.075;-69.80000000000001;
12062;-28.85166666666667;-27.113333333333333;-21.456666666666667;
624510;-33.78666666666667;-46.50833333333333;-32.945;
7394168;-92.00166666666668;-97.20666666666668;-77.83666666666666;
1402224;-39.35000000000001;-50.725;-37.861666666666665;
1784577;-15.573333333333334;-20.688333333333333;-11.513333333333335;
64944;-39.29166666666667;-99.03833333333334;-72.435;
3340396;-58.249999999999986;-117.32833333333333;-74.41333333333334;
2156436;-21.84166666666667;-51.925000000000004;-449.22;
6936300;-16.501666666666665;-58.156666666666666;-34.35666666666667;
6014002;-7.861666666666667;-9.25;-7.61;
507411;-52.32;-60.07;-55.013333333333335;
